tag,tick,sim_t,side,card,base,kind,pro_tx,pro_ty,threat,d_threat,threat_ra,n_enemy_troops,bb_detected,bb_case,n_cands,pc_pro_p1_pull_band,pc_lock_p1_pull_band,pc_rank_p1_pull_band,pc_ntie_p1_pull_band,pc_pro_p1_close_penalty,pc_lock_p1_close_penalty,pc_rank_p1_close_penalty,pc_ntie_p1_close_penalty,pc_pro_p2_cover,pc_lock_p2_cover,pc_rank_p2_cover,pc_ntie_p2_cover,pc_pro_p3_intercept,pc_lock_p3_intercept,pc_rank_p3_intercept,pc_ntie_p3_intercept,pc_pro_p4_spell_frac,pc_lock_p4_spell_frac,pc_rank_p4_spell_frac,pc_ntie_p4_spell_frac,pc_pro_p4_nado,pc_lock_p4_nado,pc_rank_p4_nado,pc_ntie_p4_nado,pc_pro_p4_king_activation,pc_lock_p4_king_activation,pc_rank_p4_king_activation,pc_ntie_p4_king_activation,pc_pro_p5_timing,pc_lock_p5_timing,pc_rank_p5_timing,pc_ntie_p5_timing,pc_pro_p6_siege,pc_lock_p6_siege,pc_rank_p6_siege,pc_ntie_p6_siege,pc_pro_p7_fragility,pc_lock_p7_fragility,pc_rank_p7_fragility,pc_ntie_p7_fragility,pc_pro_sum,pc_lock_sum,pc_rank_sum,pc_ntie_sum,pc_best_cand,ra_pro_p1_pull_band,ra_lock_p1_pull_band,ra_rank_p1_pull_band,ra_ntie_p1_pull_band,ra_pro_p1_close_penalty,ra_lock_p1_close_penalty,ra_rank_p1_close_penalty,ra_ntie_p1_close_penalty,ra_pro_p2_cover,ra_lock_p2_cover,ra_rank_p2_cover,ra_ntie_p2_cover,ra_pro_p3_intercept,ra_lock_p3_intercept,ra_rank_p3_intercept,ra_ntie_p3_intercept,ra_pro_p4_spell_frac,ra_lock_p4_spell_frac,ra_rank_p4_spell_frac,ra_ntie_p4_spell_frac,ra_pro_p4_nado,ra_lock_p4_nado,ra_rank_p4_nado,ra_ntie_p4_nado,ra_pro_p4_king_activation,ra_lock_p4_king_activation,ra_rank_p4_king_activation,ra_ntie_p4_king_activation,ra_pro_p5_timing,ra_lock_p5_timing,ra_rank_p5_timing,ra_ntie_p5_timing,ra_pro_p6_siege,ra_lock_p6_siege,ra_rank_p6_siege,ra_ntie_p6_siege,ra_pro_p7_fragility,ra_lock_p7_fragility,ra_rank_p7_fragility,ra_ntie_p7_fragility,ra_pro_sum,ra_lock_sum,ra_rank_sum,ra_ntie_sum,ra_best_cand
000YLY0JCPGL,2656,132.8,1,the-log,the_log,spell,13.5,17.5,archers,0.0,archers,1,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4792,0.5,26,0,0.0,0.0,1,26,1.0,0.0,1,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.4792,0.5,3,0,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.4792,0.5,26,0,0.0,0.0,1,26,1.0,0.0,1,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.4792,0.5,3,0,bow_modal_R
000YLY0JCPGL,2696,134.8,1,x-bow,x_bow,building,15.5,19.5,,0.0,,0,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,11,16,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.9616,1.0,9,0,0.0,0.0,1,26,1.4616,1.5,9,0,g9_18,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,11,16,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.9616,1.0,9,0,0.0,0.0,1,26,1.4616,1.5,9,0,g9_18
000YLY0JCPGL,2795,139.8,1,tesla,tesla,building,17.0,25.0,goblinstein,7.3,goblinstein,3,0.0,0.0,26,0.0,0.0,8,19,-0.0,-0.0,1,23,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.5,1.5,14,12,tesla_modal,0.0,0.0,8,19,-0.0,-0.0,1,23,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.5,1.5,14,12,tesla_modal
000YLY0JCPGL,2961,148.1,1,knight,knight,troop,17.5,22.5,goblinstein,2.68,goblinstein,7,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,3,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.9412,0.0,7,0,0.0,0.0,1,26,0.0,0.0,1,26,1.9412,0.5,3,0,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,3,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.0,1,7,0.0,0.0,1,26,0.0,0.0,1,26,2.0,0.5,3,1,lane_R
000YLY0JCPGL,3067,153.4,1,ice-wizard,ice_wizard,troop,9.5,31.5,goblinstein,13.39,goblinstein,1,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,9,18,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,10,17,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,9,18,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,-0.0,-0.0,1,23,0.5,0.5,10,17,g15_22
000YLY0JCPGL,3142,157.1,1,skeletons,skeletons,troop,8.5,31.5,goblinstein,13.81,goblinstein,3,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,6,21,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,6,21,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,8,19,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,6,21,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,6,21,0.0,0.0,1,26,-0.0,-0.0,1,23,0.5,0.5,7,20,bow_modal_R
000YLY0JCPGL,3198,159.9,0,skeletons,skeletons,troop,8.5,31.5,knight,19.05,knight,5,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,12,15,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,19,0.0,0.0,1,26,-0.0,-0.0,1,26,1.5,1.5,6,18,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,12,15,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,19,0.0,0.0,1,26,-0.0,-0.0,1,26,1.5,1.5,6,18,centre
000YLY0JCPGL,3214,160.7,1,the-log,the_log,spell,12.5,17.5,archers,3.85,archers,5,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4179,0.5,26,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4179,0.5,26,0,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.4179,0.5,26,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4179,0.5,26,0,centre
000YLY0JCPGL,3261,163.1,1,tesla,tesla,building,8.0,19.0,archers,7.49,archers,5,0.0,0.0,26,0.0,0.0,4,23,0.0,0.0,1,26,0.7692,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.7692,1.5,12,0,g15_18,0.0,0.0,4,23,0.0,0.0,1,26,0.7692,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.7692,1.5,12,0,g15_18
000YLY0JCPGL,3338,166.9,1,tornado,tornado,spell,11.5,12.5,goblinstein,4.46,goblinstein,7,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,1.0,0.0,1,5,0.0428,0.0,1,0,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0428,0.5,6,0,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,1.0,0.0,1,5,0.0428,0.0,1,0,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0428,0.5,6,0,lane_R
000YLY0JCPGL,3381,169.1,1,ice-wizard,ice_wizard,troop,15.5,27.5,goblinstein,13.68,goblinstein,6,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.3498,0.5335,19,0,0.0,0.0,10,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,20,7,0.0,0.0,1,26,0.0,0.0,1,26,0.3498,1.5335,26,0,tesla_modal,0.0,0.0,1,26,0.0,0.0,1,26,0.3498,0.5335,19,0,0.0,0.0,10,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,20,7,0.0,0.0,1,26,0.0,0.0,1,26,0.3498,1.5335,26,0,tesla_modal
000YLY0JCPGL,3417,170.9,1,skeletons,skeletons,troop,15.5,23.5,goblinstein,8.68,goblinstein,3,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,22,1.0,0.0,1,4,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.369,1.0,22,0,0.0,0.0,1,26,0.0,0.0,1,26,1.869,1.5,7,0,tesla_modal,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,22,1.0,0.0,1,4,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.369,1.0,22,0,0.0,0.0,1,26,0.0,0.0,1,26,1.869,1.5,7,0,tesla_modal
000YLY0JCPGL,3545,177.3,1,rocket,rocket,spell,12.5,8.5,goblinstein,9.42,goblinstein,1,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,bow_modal_R
000YLY0JCPGL,3655,182.8,0,skeletons,skeletons,troop,9.5,31.5,ice_wizard,19.7,ice_wizard,1,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,-0.0,-0.0,1,26,0.0,0.0,1,26,corner,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,-0.0,-0.0,1,26,0.0,0.0,1,26,corner
000YLY0JCPGL,3711,185.6,1,tesla,tesla,building,10.0,21.0,archers,11.21,archers,5,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,1,8,centre,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,1,8,centre
000YLY0JCPGL,3793,189.7,1,the-log,the_log,spell,14.5,17.5,goblinstein,1.33,goblinstein,7,1.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.2632,0.0,1,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.7632,0.5,9,1,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.2632,0.0,1,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.7632,0.5,9,1,centre
000YLY0JCPGL,3848,192.4,1,tornado,tornado,spell,14.5,12.5,goblinstein,4.8,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,1.0,0.0,1,6,0.0,0.0,6,21,0.0,0.0,3,24,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,7,6,g15_22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,1.0,0.0,1,6,0.0,0.0,6,21,0.0,0.0,3,24,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5,7,6,g15_22
000YLY0JCPGL,3895,194.8,1,ice-wizard,ice_wizard,troop,14.5,27.5,goblinstein,7.84,goblinstein,8,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.636,1.0,21,0,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,6,21,0.0,0.0,1,26,0.0,0.0,1,26,0.636,1.0,23,0,tesla_modal,0.0,0.0,1,26,0.0,0.0,1,26,0.636,1.0,21,0,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.636,1.0,24,0,tesla_modal
000YLY0JCPGL,3904,195.2,1,skeletons,skeletons,troop,15.5,23.5,goblinstein,4.46,goblinstein,8,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,1.0,21,6,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.5,1.0,25,2,tesla_modal,0.0,0.0,1,26,0.0,0.0,1,26,0.5,1.0,21,6,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,9,18,0.0,0.0,1,26,0.0,0.0,1,26,0.5,1.0,25,2,g9_18
000YLY0JCPGL,3981,199.1,1,knight,knight,troop,13.5,21.5,goblinstein,0.8,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5534,0.5,16,0,1.0,0.0,1,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.0,1,4,0.0,0.0,1,26,0.0,0.0,1,26,2.5534,0.5,2,0,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5534,0.5,16,0,1.0,0.0,1,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.0,1,4,0.0,0.0,1,26,0.0,0.0,1,26,2.5534,0.5,2,0,lane_R
000YLY0JCPGL,4051,202.6,1,the-log,the_log,spell,13.5,24.5,goblinstein,6.12,goblinstein,2,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,13,13,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,13,13,bow_modal_R
000YLY0JCPGL,4185,209.3,1,x-bow,x_bow,building,5.5,22.5,,0.0,,0,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.7044,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,9,18,0.0,0.0,1,26,0.7044,1.5,17,0,g9_18,0.0,0.0,1,26,0.0,0.0,1,26,0.7044,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,9,18,0.0,0.0,1,26,0.7044,1.5,17,0,g9_18
000YLY0JCPGL,4287,214.4,1,ice-wizard,ice_wizard,troop,17.5,22.5,goblinstein,7.53,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.0,1,22,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.0,1,15,0.0,0.0,1,26,0.0,0.0,1,26,2.0,0.0,5,6,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.0,1,22,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.0,1,15,0.0,0.0,1,26,0.0,0.0,1,26,2.0,0.0,5,6,lane_R
000YLY0JCPGL,4386,219.3,1,tesla,tesla,building,14.0,23.0,goblinstein,2.96,goblinstein,5,0.0,0.0,26,0.75,0.0,1,1,-0.0,-0.0,1,22,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,2.25,1.5,1,1,g15_22,0.75,0.0,1,2,-0.0,-0.0,1,23,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,2.25,1.5,1,2,corner_R
000YLY0JCPGL,4397,219.9,1,skeletons,skeletons,troop,15.5,28.5,goblinstein,8.18,goblinstein,5,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,6,21,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,7,20,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,4,23,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,8,19,lane_R
000YLY0JCPGL,4602,230.1,0,skeletons,skeletons,troop,8.5,31.5,,0.0,,0,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,8,centre,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,8,centre
000YLY0JCPGL,4627,231.4,1,rocket,rocket,spell,14.5,8.5,,0.0,,3,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,centre
000YLY0JCPGL,4752,237.6,1,x-bow,x_bow,building,8.5,21.5,goblinstein,16.4,goblinstein,7,0.0,0.0,26,0.0,0.0,1,26,-0.0,-0.0,1,26,1.0,0.5,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,9,18,0.0,0.0,1,26,1.0,1.5,9,8,g9_18,0.0,0.0,1,26,-0.0,-0.0,1,26,1.0,0.5,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,9,18,0.0,0.0,1,26,1.0,1.5,9,8,g9_18
000YLY0JCPGL,4898,244.9,1,ice-wizard,ice_wizard,troop,17.5,27.5,goblinstein,13.15,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.8403,1.0,21,0,0.0,0.0,10,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,22,5,0.0,0.0,1,26,0.0,0.0,1,26,0.8403,2.0,27,0,knight_cell,0.0,0.0,1,26,0.0,0.0,1,26,0.8403,1.0,21,0,0.0,0.0,10,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,1.0,22,5,0.0,0.0,1,26,0.0,0.0,1,26,0.8403,2.0,27,0,knight_cell
000YLY0JCPGL,4912,245.6,1,knight,knight,troop,10.5,20.5,goblinstein,7.03,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.983,1.0,21,0,1.0,0.0,1,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5485,0.0,20,0,0.0,0.0,1,26,0.0,0.0,1,26,2.5315,1.0,2,0,g9_22,0.0,0.0,1,26,0.0,0.0,1,26,0.983,1.0,21,0,1.0,0.0,1,2,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5485,0.0,20,0,0.0,0.0,1,26,0.0,0.0,1,26,2.5315,1.0,2,0,g9_22
000YLY0JCPGL,4957,247.9,1,skeletons,skeletons,troop,14.5,27.5,goblinstein,10.07,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,12,15,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,18,0.0,0.0,1,26,0.0,0.0,1,26,1.5,1.5,12,7,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,12,15,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,18,0.0,0.0,1,26,0.0,0.0,1,26,1.5,1.5,12,7,bow_modal_R
000YLY0JCPGL,4997,249.9,1,the-log,the_log,spell,14.5,29.5,goblinstein,10.15,goblinstein,8,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,15,11,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,15,11,bow_modal_R
000YLY0JCPGL,5041,252.1,1,tornado,tornado,spell,11.5,11.5,goblinstein,9.11,goblinstein,7,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.3333,17,10,0.0,0.0852,17,10,0.0,0.0,9,18,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.9185,27,0,tesla_modal,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.5,27,0,0.0,0.0,1,26,0.0,0.3333,17,10,0.0,0.0852,17,10,0.0,0.0,9,18,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.9185,27,0,tesla_modal
000YLY0JCPGL,5111,255.6,1,tesla,tesla,building,12.0,24.0,archers,9.84,archers,5,0.0,0.0,26,0.0,0.0,5,22,0.0,0.0,1,26,0.9562,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.9562,1.5,9,0,tesla_modal,0.0,0.4571,9,18,0.0,0.0,1,26,0.9562,0.5,9,0,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.9562,1.9571,13,0,tesla_modal
000YLY0JCPGL,5145,257.3,1,knight,knight,troop,12.5,17.5,archers,7.66,archers,7,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,13,14,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,8,19,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,14,13,lane,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,13,14,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,13,14,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,15,12,lane
000YLY0JCPGL,5177,258.9,1,skeletons,skeletons,troop,10.5,17.5,goblinstein,4.57,goblinstein,6,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,17,0.0,0.0,1,26,0.0,0.0,1,26,2.0,1.5,5,6,lane_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,19,0.0,0.0,1,26,0.0,0.0,1,26,2.0,1.5,5,6,lane_R
000YLY0JCPGL,5213,260.7,1,the-log,the_log,spell,13.5,17.5,goblinstein,1.32,goblinstein,6,1.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4792,0.5,26,0,0.0,0.0,1,26,1.0,0.0,1,3,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.4792,0.5,4,0,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.4792,0.5,26,0,0.0,0.0,1,26,1.0,0.0,1,3,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.4792,0.5,4,0,bow_modal_R
